image_path,xmin,ymin,xmax,ymax,label
SERC_004_2019.jpg,187,174,224,209,Tree
SERC_004_2019.jpg,224,134,324,242,Tree
SERC_004_2019.jpg,133,31,166,64,Tree
SERC_004_2019.jpg,291,1,329,23,Tree
SERC_004_2019.jpg,306,98,339,139,Tree
SERC_004_2019.jpg,213,347,246,381,Tree
SERC_004_2019.jpg,169,215,256,308,Tree
SERC_004_2019.jpg,1,165,31,212,Tree
SERC_004_2019.jpg,59,106,92,135,Tree
SERC_004_2019.jpg,47,77,77,101,Tree
SERC_004_2019.jpg,3,109,57,162,Tree
SERC_004_2019.jpg,105,324,164,385,Tree
SERC_004_2019.jpg,338,47,399,103,Tree
SERC_004_2019.jpg,266,93,303,134,Tree
SERC_004_2019.jpg,37,320,106,390,Tree
SERC_004_2019.jpg,31,172,67,214,Tree
SERC_004_2019.jpg,69,17,135,81,Tree
SERC_004_2019.jpg,144,1,181,34,Tree
SERC_004_2019.jpg,241,1,278,40,Tree
SERC_004_2019.jpg,165,132,209,173,Tree
SERC_004_2019.jpg,3,22,48,104,Tree
SERC_004_2019.jpg,282,26,338,100,Tree
SERC_004_2019.jpg,211,45,266,108,Tree
SERC_004_2019.jpg,345,103,399,158,Tree
SERC_004_2019.jpg,88,81,179,147,Tree
SERC_004_2019.jpg,72,137,156,225,Tree
SERC_004_2019.jpg,187,3,238,47,Tree
SERC_004_2019.jpg,168,49,207,97,Tree
2018_TEAK_3_322000_4097000_image_216.jpg,187,50,250,111,Tree
2018_TEAK_3_322000_4097000_image_216.jpg,1,27,49,84,Tree
2018_TEAK_3_322000_4097000_image_216.jpg,285,316,347,399,Tree
2018_TEAK_3_322000_4097000_image_216.jpg,178,111,275,202,Tree
2018_TEAK_3_322000_4097000_image_216.jpg,56,280,97,318,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,307,206,331,235,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,188,352,214,380,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,316,321,334,344,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,374,72,399,107,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,365,102,399,144,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,100,80,113,91,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,317,1,337,29,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,297,98,319,121,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,381,229,399,255,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,287,372,323,399,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,43,172,61,189,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,77,28,97,46,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,72,5,90,24,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,91,7,113,27,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,52,30,70,46,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,49,51,65,66,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,258,1,275,19,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,107,140,133,156,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,114,112,139,133,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,177,52,200,75,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,39,110,64,129,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,27,184,48,206,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,55,187,77,206,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,194,309,230,350,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,130,1,193,39,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,157,344,184,369,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,350,26,381,55,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,334,121,361,153,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,379,275,399,308,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,152,94,182,119,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,105,157,134,182,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,232,307,259,336,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,325,350,349,377,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,360,362,390,394,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,341,173,361,205,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,260,292,289,324,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,133,212,202,284,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,31,58,52,79,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,321,61,372,108,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,298,132,339,172,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,141,297,190,341,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,250,248,289,287,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,250,183,308,236,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,325,287,364,321,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,279,38,312,67,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,30,351,68,395,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,72,242,95,270,Tree
2018_TEAK_3_315000_4103000_image_87.jpg,46,259,78,288,Tree
CLBJ_042_2018.jpg,275,180,295,199,Tree
CLBJ_042_2018.jpg,242,184,273,210,Tree
CLBJ_042_2018.jpg,275,201,293,220,Tree
CLBJ_042_2018.jpg,100,81,135,110,Tree
CLBJ_042_2018.jpg,138,47,168,79,Tree
CLBJ_042_2018.jpg,139,78,173,113,Tree
CLBJ_042_2018.jpg,162,16,200,50,Tree
CLBJ_042_2018.jpg,28,180,76,212,Tree
CLBJ_042_2018.jpg,38,135,75,173,Tree
CLBJ_042_2018.jpg,1,214,35,237,Tree
CLBJ_042_2018.jpg,102,39,137,81,Tree
CLBJ_042_2018.jpg,183,126,235,190,Tree
CLBJ_042_2018.jpg,82,186,114,216,Tree
CLBJ_042_2018.jpg,143,193,172,221,Tree
CLBJ_042_2018.jpg,244,4,361,152,Tree
CLBJ_042_2018.jpg,197,1,245,32,Tree
CLBJ_042_2018.jpg,255,226,277,255,Tree
CLBJ_042_2018.jpg,238,208,260,227,Tree
CLBJ_042_2018.jpg,42,81,101,127,Tree
CLBJ_042_2018.jpg,1,153,35,211,Tree
CLBJ_042_2018.jpg,88,114,178,187,Tree
CLBJ_042_2018.jpg,84,6,110,29,Tree
CLBJ_042_2018.jpg,119,2,155,40,Tree
CLBJ_042_2018.jpg,27,48,58,81,Tree
CLBJ_042_2018.jpg,375,337,399,362,Tree
CLBJ_042_2018.jpg,196,315,214,331,Tree
CLBJ_042_2018.jpg,195,333,218,360,Tree
CLBJ_042_2018.jpg,54,28,93,62,Tree
CLBJ_042_2018.jpg,235,317,257,338,Tree
CLBJ_042_2018.jpg,309,210,333,231,Tree
CLBJ_042_2018.jpg,275,223,313,261,Tree
CLBJ_042_2018.jpg,202,204,237,235,Tree
CLBJ_042_2018.jpg,376,282,399,312,Tree
CLBJ_042_2018.jpg,140,358,180,399,Tree
CLBJ_042_2018.jpg,209,236,251,276,Tree
CLBJ_042_2018.jpg,54,59,77,80,Tree
CLBJ_042_2018.jpg,1,17,29,62,Tree
CLBJ_042_2018.jpg,30,1,82,32,Tree
CLBJ_042_2018.jpg,172,52,240,129,Tree
CLBJ_042_2018.jpg,31,280,67,333,Tree
CLBJ_042_2018.jpg,320,370,369,399,Tree
CLBJ_042_2018.jpg,373,180,399,223,Tree
CLBJ_042_2018.jpg,258,319,290,349,Tree
CLBJ_042_2018.jpg,1,308,27,390,Tree
CLBJ_042_2018.jpg,244,143,276,173,Tree
CLBJ_042_2018.jpg,357,16,399,74,Tree
CLBJ_042_2018.jpg,365,87,399,134,Tree
CLBJ_042_2018.jpg,56,214,99,265,Tree
CLBJ_042_2018.jpg,105,215,170,292,Tree
CLBJ_042_2018.jpg,1,83,43,152,Tree
CLBJ_042_2018.jpg,371,223,393,252,Tree
CLBJ_042_2018.jpg,342,183,363,205,Tree
CLBJ_042_2018.jpg,340,206,371,239,Tree
CLBJ_042_2018.jpg,1,251,40,302,Tree
CLBJ_042_2018.jpg,328,145,365,185,Tree
CLBJ_042_2018.jpg,97,325,132,356,Tree
CLBJ_042_2018.jpg,70,349,147,399,Tree
CLBJ_042_2018.jpg,143,309,195,353,Tree
CLBJ_042_2018.jpg,216,333,236,357,Tree
CLBJ_042_2018.jpg,317,323,376,374,Tree
CLBJ_042_2018.jpg,29,341,60,378,Tree
CLBJ_042_2018.jpg,309,238,368,302,Tree
CLBJ_042_2018.jpg,246,347,307,399,Tree
CLBJ_042_2018.jpg,162,244,215,310,Tree
2018_TEAK_3_318000_4106000_image_165.jpg,364,256,399,314,Tree
2018_TEAK_3_318000_4106000_image_165.jpg,335,335,398,398,Tree
2018_TEAK_3_318000_4106000_image_165.jpg,334,208,370,258,Tree
2018_TEAK_3_318000_4106000_image_165.jpg,112,145,197,254,Tree
2018_TEAK_3_318000_4106000_image_165.jpg,1,110,59,221,Tree
2018_TEAK_3_318000_4106000_image_165.jpg,162,7,236,86,Tree
UNDE_001_2017.jpg,245,374,286,399,Tree
UNDE_001_2017.jpg,371,2,399,32,Tree
UNDE_001_2017.jpg,339,210,370,238,Tree
UNDE_001_2017.jpg,75,86,113,120,Tree
UNDE_001_2017.jpg,290,1,331,38,Tree
UNDE_001_2017.jpg,1,159,24,184,Tree
UNDE_001_2017.jpg,52,227,87,261,Tree
UNDE_001_2017.jpg,173,369,220,399,Tree
UNDE_001_2017.jpg,259,57,282,79,Tree
UNDE_001_2017.jpg,309,69,341,99,Tree
UNDE_001_2017.jpg,156,291,191,329,Tree
UNDE_001_2017.jpg,336,309,366,347,Tree
UNDE_001_2017.jpg,273,81,310,119,Tree
UNDE_001_2017.jpg,110,302,147,334,Tree
UNDE_001_2017.jpg,370,208,399,238,Tree
UNDE_001_2017.jpg,356,153,399,207,Tree
UNDE_001_2017.jpg,312,224,336,254,Tree
UNDE_001_2017.jpg,348,241,399,292,Tree
UNDE_001_2017.jpg,276,188,303,215,Tree
UNDE_001_2017.jpg,230,1,289,59,Tree
UNDE_001_2017.jpg,1,25,48,73,Tree
UNDE_001_2017.jpg,63,339,146,399,Tree
UNDE_001_2017.jpg,372,358,399,399,Tree
UNDE_001_2017.jpg,348,102,398,154,Tree
UNDE_001_2017.jpg,309,97,342,142,Tree
UNDE_001_2017.jpg,360,19,382,48,Tree
UNDE_001_2017.jpg,336,9,353,33,Tree
UNDE_001_2017.jpg,176,64,218,106,Tree
UNDE_001_2017.jpg,220,63,266,105,Tree
UNDE_001_2017.jpg,160,1,229,65,Tree
UNDE_001_2017.jpg,290,37,330,79,Tree
UNDE_001_2017.jpg,52,190,90,231,Tree
UNDE_001_2017.jpg,3,223,54,276,Tree
UNDE_001_2017.jpg,78,252,114,292,Tree
UNDE_001_2017.jpg,376,62,399,104,Tree
UNDE_001_2017.jpg,271,118,311,156,Tree
UNDE_001_2017.jpg,1,183,43,222,Tree
UNDE_001_2017.jpg,276,337,324,389,Tree
UNDE_001_2017.jpg,325,346,366,388,Tree
UNDE_001_2017.jpg,302,156,357,213,Tree
UNDE_001_2017.jpg,84,60,118,85,Tree
UNDE_001_2017.jpg,110,34,150,76,Tree
UNDE_001_2017.jpg,134,79,183,135,Tree
UNDE_001_2017.jpg,110,270,146,309,Tree
UNDE_001_2017.jpg,36,280,75,318,Tree
UNDE_001_2017.jpg,67,292,107,336,Tree
UNDE_001_2017.jpg,1,274,31,310,Tree
UNDE_001_2017.jpg,69,10,124,56,Tree
UNDE_001_2017.jpg,88,117,138,159,Tree
UNDE_001_2017.jpg,174,110,264,188,Tree
UNDE_001_2017.jpg,190,183,262,252,Tree
UNDE_001_2017.jpg,364,295,399,355,Tree
UNDE_001_2017.jpg,224,328,264,364,Tree
UNDE_001_2017.jpg,240,261,276,301,Tree
UNDE_001_2017.jpg,248,297,291,346,Tree
UNDE_001_2017.jpg,149,332,197,374,Tree
UNDE_001_2017.jpg,96,158,167,228,Tree
UNDE_001_2017.jpg,134,213,188,258,Tree
UNDE_001_2017.jpg,8,126,61,163,Tree
UNDE_001_2017.jpg,1,72,76,129,Tree
UNDE_001_2017.jpg,173,250,226,289,Tree
UNDE_001_2017.jpg,245,220,280,257,Tree
UNDE_001_2017.jpg,276,216,322,272,Tree
UNDE_001_2017.jpg,282,274,339,321,Tree
UNDE_001_2017.jpg,187,292,235,334,Tree
UNDE_001_2017.jpg,1,335,63,395,Tree
2018_SJER_3_252000_4113000_image_323.jpg,320,2,399,45,Tree
2018_SJER_3_252000_4113000_image_323.jpg,366,52,399,104,Tree
2018_SJER_3_252000_4113000_image_323.jpg,166,210,209,257,Tree
2018_SJER_3_252000_4113000_image_323.jpg,1,1,91,151,Tree
2018_SJER_3_252000_4113000_image_323.jpg,154,1,246,117,Tree
2018_SJER_3_252000_4113000_image_323.jpg,191,255,301,358,Tree
SCBI_046_2019.jpg,64,1,116,63,Tree
SCBI_046_2019.jpg,175,293,214,334,Tree
SCBI_046_2019.jpg,143,226,218,296,Tree
SCBI_046_2019.jpg,190,1,230,27,Tree
SCBI_046_2019.jpg,324,137,363,169,Tree
SCBI_046_2019.jpg,318,1,355,26,Tree
SCBI_046_2019.jpg,144,1,186,21,Tree
SCBI_046_2019.jpg,274,1,305,27,Tree
SCBI_046_2019.jpg,342,169,372,197,Tree
SCBI_046_2019.jpg,374,194,399,221,Tree
SCBI_046_2019.jpg,101,333,140,364,Tree
SCBI_046_2019.jpg,84,363,142,399,Tree
SCBI_046_2019.jpg,190,334,226,364,Tree
SCBI_046_2019.jpg,216,298,264,337,Tree
SCBI_046_2019.jpg,308,369,360,399,Tree
SCBI_046_2019.jpg,127,300,159,339,Tree
SCBI_046_2019.jpg,77,208,109,240,Tree
SCBI_046_2019.jpg,245,13,272,40,Tree
SCBI_046_2019.jpg,362,1,399,48,Tree
SCBI_046_2019.jpg,369,52,399,91,Tree
SCBI_046_2019.jpg,9,330,89,399,Tree
SCBI_046_2019.jpg,178,366,226,399,Tree
SCBI_046_2019.jpg,211,199,298,297,Tree
SCBI_046_2019.jpg,329,309,399,373,Tree
SCBI_046_2019.jpg,107,187,147,230,Tree
SCBI_046_2019.jpg,76,281,125,331,Tree
SCBI_046_2019.jpg,230,59,320,179,Tree
SCBI_046_2019.jpg,139,335,188,384,Tree
SCBI_046_2019.jpg,96,250,134,282,Tree
SCBI_046_2019.jpg,72,61,105,101,Tree
SCBI_046_2019.jpg,115,29,234,131,Tree
SCBI_046_2019.jpg,300,270,333,311,Tree
SCBI_046_2019.jpg,263,308,324,370,Tree
SCBI_046_2019.jpg,1,1,60,66,Tree
SCBI_046_2019.jpg,1,215,67,270,Tree
SCBI_046_2019.jpg,7,271,67,331,Tree
SCBI_046_2019.jpg,254,360,304,399,Tree
SCBI_046_2019.jpg,150,142,223,211,Tree
SCBI_046_2019.jpg,311,33,365,113,Tree
SCBI_046_2019.jpg,348,262,396,305,Tree
SCBI_046_2019.jpg,32,108,126,209,Tree
JERC_056_2018.jpg,286,1,326,37,Tree
JERC_056_2018.jpg,327,3,399,33,Tree
JERC_056_2018.jpg,375,173,399,225,Tree
JERC_056_2018.jpg,174,24,284,133,Tree
JERC_056_2018.jpg,288,41,399,162,Tree
JERC_056_2018.jpg,1,301,84,372,Tree
JERC_056_2018.jpg,94,238,195,314,Tree
BART_050_2019.jpg,214,217,259,260,Tree
BART_050_2019.jpg,60,141,101,180,Tree
BART_050_2019.jpg,93,269,136,309,Tree
BART_050_2019.jpg,194,81,234,124,Tree
BART_050_2019.jpg,361,75,399,143,Tree
BART_050_2019.jpg,182,32,218,65,Tree
BART_050_2019.jpg,36,1,70,30,Tree
BART_050_2019.jpg,30,26,61,54,Tree
BART_050_2019.jpg,42,51,73,84,Tree
BART_050_2019.jpg,367,331,399,359,Tree
BART_050_2019.jpg,89,171,153,256,Tree
BART_050_2019.jpg,66,249,95,283,Tree
BART_050_2019.jpg,1,300,22,325,Tree
BART_050_2019.jpg,42,375,85,399,Tree
BART_050_2019.jpg,41,317,98,373,Tree
BART_050_2019.jpg,55,15,107,56,Tree
BART_050_2019.jpg,225,63,278,129,Tree
BART_050_2019.jpg,378,194,399,248,Tree
BART_050_2019.jpg,328,4,399,82,Tree
BART_050_2019.jpg,250,279,280,315,Tree
BART_050_2019.jpg,1,186,82,266,Tree
BART_050_2019.jpg,306,166,325,188,Tree
BART_050_2019.jpg,266,200,336,271,Tree
BART_050_2019.jpg,241,11,290,59,Tree
BART_050_2019.jpg,183,1,238,28,Tree
BART_050_2019.jpg,280,282,313,312,Tree
BART_050_2019.jpg,326,138,374,189,Tree
BART_050_2019.jpg,197,127,238,167,Tree
BART_050_2019.jpg,1,263,42,300,Tree
BART_050_2019.jpg,53,79,107,124,Tree
BART_050_2019.jpg,294,9,327,39,Tree
BART_050_2019.jpg,138,257,193,319,Tree
BART_050_2019.jpg,139,220,158,239,Tree
BART_050_2019.jpg,254,316,300,364,Tree
BART_050_2019.jpg,365,280,399,334,Tree
BART_050_2019.jpg,283,70,334,127,Tree
BART_050_2019.jpg,120,1,162,50,Tree
BART_050_2019.jpg,118,95,202,168,Tree
BART_050_2019.jpg,338,213,375,249,Tree
BART_050_2019.jpg,217,174,259,217,Tree
BART_050_2019.jpg,237,144,265,171,Tree
BART_050_2019.jpg,262,136,303,179,Tree
BART_050_2019.jpg,1,88,42,144,Tree
BART_050_2019.jpg,98,343,174,399,Tree
BART_050_2019.jpg,171,361,224,399,Tree
BART_050_2019.jpg,226,358,291,399,Tree
BART_050_2019.jpg,215,263,249,301,Tree
BART_050_2019.jpg,201,299,250,341,Tree
BART_050_2019.jpg,1,323,45,392,Tree
BART_050_2019.jpg,96,49,157,94,Tree
BART_050_2019.jpg,310,296,350,339,Tree
TALL_043_2019.jpg,88,1,111,23,Tree
TALL_043_2019.jpg,177,67,201,93,Tree
TALL_043_2019.jpg,366,203,391,229,Tree
TALL_043_2019.jpg,231,28,253,50,Tree
TALL_043_2019.jpg,298,1,319,21,Tree
TALL_043_2019.jpg,321,1,347,29,Tree
TALL_043_2019.jpg,366,1,391,38,Tree
TALL_043_2019.jpg,275,149,303,177,Tree
TALL_043_2019.jpg,255,130,280,155,Tree
TALL_043_2019.jpg,290,131,313,160,Tree
TALL_043_2019.jpg,37,1,61,16,Tree
TALL_043_2019.jpg,203,200,236,224,Tree
TALL_043_2019.jpg,171,143,204,182,Tree
TALL_043_2019.jpg,168,107,197,143,Tree
TALL_043_2019.jpg,348,146,368,171,Tree
TALL_043_2019.jpg,361,184,378,205,Tree
TALL_043_2019.jpg,346,176,362,195,Tree
TALL_043_2019.jpg,137,229,177,256,Tree
TALL_043_2019.jpg,270,369,304,399,Tree
TALL_043_2019.jpg,319,380,346,399,Tree
TALL_043_2019.jpg,236,378,268,399,Tree
TALL_043_2019.jpg,334,327,364,358,Tree
TALL_043_2019.jpg,347,263,384,300,Tree
TALL_043_2019.jpg,313,140,337,168,Tree
TALL_043_2019.jpg,329,167,347,190,Tree
TALL_043_2019.jpg,336,32,384,77,Tree
TALL_043_2019.jpg,246,243,283,278,Tree
TALL_043_2019.jpg,369,298,391,327,Tree
TALL_043_2019.jpg,364,230,387,258,Tree
TALL_043_2019.jpg,112,6,136,29,Tree
TALL_043_2019.jpg,290,212,329,264,Tree
TALL_043_2019.jpg,295,102,326,135,Tree
TALL_043_2019.jpg,236,355,259,377,Tree
TALL_043_2019.jpg,213,374,239,399,Tree
TALL_043_2019.jpg,304,19,336,50,Tree
TALL_043_2019.jpg,1,267,22,300,Tree
TALL_043_2019.jpg,134,135,169,182,Tree
TALL_043_2019.jpg,297,65,333,107,Tree
TALL_043_2019.jpg,331,73,375,125,Tree
TALL_043_2019.jpg,282,324,344,386,Tree
TALL_043_2019.jpg,67,8,94,33,Tree
TALL_043_2019.jpg,59,37,90,73,Tree
TALL_043_2019.jpg,244,206,283,246,Tree
TALL_043_2019.jpg,276,269,325,328,Tree
TALL_043_2019.jpg,131,257,183,303,Tree
TALL_043_2019.jpg,202,284,254,340,Tree
TALL_043_2019.jpg,96,144,136,176,Tree
TALL_043_2019.jpg,90,176,141,225,Tree
TALL_043_2019.jpg,203,144,263,203,Tree
TALL_043_2019.jpg,200,50,249,103,Tree
TALL_043_2019.jpg,197,104,239,145,Tree
TALL_043_2019.jpg,258,93,292,134,Tree
TALL_043_2019.jpg,249,1,294,45,Tree
TALL_043_2019.jpg,154,296,196,347,Tree
TALL_043_2019.jpg,160,181,206,231,Tree
TALL_043_2019.jpg,188,223,238,275,Tree
TALL_043_2019.jpg,17,219,61,262,Tree
TALL_043_2019.jpg,40,294,94,353,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,264,77,295,111,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,161,114,196,149,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,185,324,200,344,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,203,334,240,387,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,213,280,250,314,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,260,194,308,243,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,211,231,261,283,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,155,149,193,189,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,131,98,162,137,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,165,80,197,116,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,368,104,394,131,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,360,135,387,156,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,291,118,330,170,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,132,225,140,238,Tree
2018_TEAK_3_322000_4103000_image_50.jpg,201,92,233,128,Tree
